time;model_id;model_name;port_name;data
4.8;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
4.8;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.2}
4.8;5;adder;;{noise: 26.1126, n1: 0, n2: 0, sum: 26.1126, sigma: 0}
4.8;6;noise;noise_out;26.1126
4.8;6;noise;;{value: 1.16608, sigma: 0.1}
4.8;1;electrode;;{input: 26.1126, threshold: 55, sigma: inf}
4.8;5;adder;sum_out;26.1126
4.8;5;adder;;{noise: 26.1126, n1: 0, n2: 0, sum: 26.1126, sigma: inf}
4.9;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
4.9;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1.1}
4.9;5;adder;;{noise: 1.16608, n1: 0, n2: 0, sum: 1.16608, sigma: 0}
4.9;6;noise;noise_out;1.16608
4.9;6;noise;;{value: -11.127, sigma: 0.1}
4.9;1;electrode;;{input: 1.16608, threshold: 55, sigma: inf}
4.9;5;adder;sum_out;1.16608
4.9;5;adder;;{noise: 1.16608, n1: 0, n2: 0, sum: 1.16608, sigma: inf}
5;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
5;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
5;5;adder;;{noise: -11.127, n1: 0, n2: 0, sum: -11.127, sigma: 0}
5;6;noise;noise_out;-11.127
5;6;noise;;{value: -7.36121, sigma: 0.1}
5;1;electrode;;{input: -11.127, threshold: 55, sigma: inf}
5;5;adder;sum_out;-11.127
5;5;adder;;{noise: -11.127, n1: 0, n2: 0, sum: -11.127, sigma: inf}
5;1;electrode;;{input: -11.127, threshold: 55, sigma: inf}
5;3;neuron2;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
5;4;neuron1;;{emit_spike: 0, V: -70, sigma: 0.1, refractory: 1}
5;5;adder;;{noise: -11.127, n1: 0, n2: 0, sum: -11.127, sigma: inf}
5;6;noise;;{value: -7.36121, sigma: 0.1}
